source_point_id,time_s,rotary_phase_rad,X,Y,Z,A_rad,C_rad
point-0000549,475.284916404,3.926990817,-21.213203436,-256.600000000,-331.382322781,1.570796327,-2.356194490
point-0000550,476.157581030,3.839724354,9.065443399,-256.600000000,-331.912705439,1.570796327,-2.268928028
point-0000551,477.030245656,3.752457892,39.275096735,-256.600000000,-329.802111876,1.570796327,-2.181661565
point-0000552,477.902910282,3.665191429,69.185842870,-256.600000000,-325.066604984,1.570796327,-2.094395102
point-0000553,478.775574908,3.577924967,98.570042966,-256.600000000,-317.742224830,1.570796327,-2.007128640
point-0000554,479.648239534,3.490658504,127.204065516,-256.600000000,-307.884714369,1.570796327,-1.919862177
point-0000555,480.520904160,3.403392041,154.869988320,-256.600000000,-295.569095209,1.570796327,-1.832595715
point-0000556,481.393568786,3.316125579,181.357256999,-256.600000000,-280.889096647,1.570796327,-1.745329252
point-0000557,482.266233412,3.228859116,206.464287447,-256.600000000,-263.956442336,1.570796327,-1.658062789
point-0000558,483.138898038,3.141592654,230.000000000,-256.600000000,-244.900000000,1.570796327,-1.570796327
point-0000559,484.011562664,3.054326191,251.785273675,-256.600000000,-223.864800672,1.570796327,-1.483529864
point-0000560,484.884227290,2.967059728,271.654309386,-256.600000000,-201.010934920,1.570796327,-1.396263402
point-0000561,485.756891916,2.879793266,289.455891773,-256.600000000,-176.512334462,1.570796327,-1.308996939
point-0000562,486.629556542,2.792526803,305.054540045,-256.600000000,-150.555448439,1.570796327,-1.221730476
point-0000563,487.502221168,2.705260341,318.331539071,-256.600000000,-123.337824429,1.570796327,-1.134464014
point-0000564,488.374885794,2.617993878,329.185842870,-256.600000000,-95.066604984,1.570796327,-1.047197551
point-0000565,489.247550420,2.530727415,337.534843638,-256.600000000,-65.956951154,1.570796327,-0.959931089
point-0000566,490.120215046,2.443460953,343.315000436,-256.600000000,-36.230404983,1.570796327,-0.872664626
point-0000567,490.992879672,2.356194490,346.482322781,-256.600000000,-6.113203436,1.570796327,-0.785398163
point-0000568,491.865544298,2.268928028,347.012705439,-256.600000000,24.165443399,1.570796327,-0.698131701
point-0000569,492.738208924,2.181661565,344.902111876,-256.600000000,54.375096735,1.570796327,-0.610865238
point-0000570,493.610873550,2.094395102,340.166604984,-256.600000000,84.285842870,1.570796327,-0.523598776
point-0000571,494.483538176,2.007128640,332.842224830,-256.600000000,113.670042966,1.570796327,-0.436332313
point-0000572,495.356202802,1.919862177,322.984714369,-256.600000000,142.304065516,1.570796327,-0.349065850
point-0000573,496.228867428,1.832595715,310.669095209,-256.600000000,169.969988320,1.570796327,-0.261799388
point-0000574,497.101532054,1.745329252,295.989096647,-256.600000000,196.457256999,1.570796327,-0.174532925
point-0000575,497.974196680,1.658062789,279.056442336,-256.600000000,221.564287447,1.570796327,-0.087266463
point-0000576,498.846861306,1.570796327,260.000000000,-256.600000000,245.100000000,1.570796327,0.000000000
point-0000577,499.719525932,1.483529864,238.964800672,-256.600000000,266.885273675,1.570796327,0.087266463
point-0000578,500.592190558,1.396263402,216.110934920,-256.600000000,286.754309386,1.570796327,0.174532925
point-0000579,501.464855184,1.308996939,191.612334462,-256.600000000,304.555891773,1.570796327,0.261799388
point-0000580,502.337519810,1.221730476,165.655448439,-256.600000000,320.154540045,1.570796327,0.349065850
point-0000581,503.210184436,1.134464014,138.437824429,-256.600000000,333.431539071,1.570796327,0.436332313
point-0000582,504.082849062,1.047197551,110.166604984,-256.600000000,344.285842870,1.570796327,0.523598776
point-0000583,504.955513688,0.959931089,81.056951154,-256.600000000,352.634843638,1.570796327,0.610865238
point-0000584,505.828178314,0.872664626,51.330404983,-256.600000000,358.415000436,1.570796327,0.698131701
point-0000585,506.700842940,0.785398163,21.213203436,-256.600000000,361.582322781,1.570796327,0.785398163
point-0000586,507.573507566,0.698131701,-9.065443399,-256.600000000,362.112705439,1.570796327,0.872664626
point-0000587,508.446172192,0.610865238,-39.275096735,-256.600000000,360.002111876,1.570796327,0.959931089
point-0000588,509.318836818,0.523598776,-69.185842870,-256.600000000,355.266604984,1.570796327,1.047197551
point-0000589,510.191501444,0.436332313,-98.570042966,-256.600000000,347.942224830,1.570796327,1.134464014
point-0000590,511.064166070,0.349065850,-127.204065516,-256.600000000,338.084714369,1.570796327,1.221730476
point-0000591,511.936830696,0.261799388,-154.869988320,-256.600000000,325.769095209,1.570796327,1.308996939
point-0000592,512.809495322,0.174532925,-181.357256999,-256.600000000,311.089096647,1.570796327,1.396263402
point-0000593,513.682159948,0.087266463,-206.464287447,-256.600000000,294.156442336,1.570796327,1.483529864
point-0000594,514.554824574,0.000000000,-230.000000000,-256.600000000,275.100000000,1.570796327,1.570796327
point-0000595,515.454824574,0.000000000,-230.000000000,-256.600000000,276.900000000,1.570796327,1.570796327
point-0000596,515.954824574,0.000000000,-230.000000000,-256.600000000,275.900000000,1.570796327,1.570796327
point-0000597,516.827489200,0.087266463,-206.464287447,-256.600000000,294.956442336,1.570796327,1.483529864
point-0000598,517.700153826,0.174532925,-181.357256999,-256.600000000,311.889096647,1.570796327,1.396263402
point-0000599,518.572818452,0.261799388,-154.869988320,-256.600000000,326.569095209,1.570796327,1.308996939
point-0000600,519.445483078,0.349065850,-127.204065516,-256.600000000,338.884714369,1.570796327,1.221730476
point-0000601,520.318147704,0.436332313,-98.570042966,-256.600000000,348.742224830,1.570796327,1.134464014
point-0000602,521.190812330,0.523598776,-69.185842870,-256.600000000,356.066604984,1.570796327,1.047197551
point-0000603,522.063476956,0.610865238,-39.275096735,-256.600000000,360.802111876,1.570796327,0.959931089
point-0000604,522.936141582,0.698131701,-9.065443399,-256.600000000,362.912705439,1.570796327,0.872664626
point-0000605,523.808806208,0.785398163,21.213203436,-256.600000000,362.382322781,1.570796327,0.785398163
point-0000606,524.681470834,0.872664626,51.330404983,-256.600000000,359.215000436,1.570796327,0.698131701
point-0000607,525.554135460,0.959931089,81.056951154,-256.600000000,353.434843638,1.570796327,0.610865238
point-0000608,526.426800086,1.047197551,110.166604984,-256.600000000,345.085842870,1.570796327,0.523598776
point-0000609,527.299464712,1.134464014,138.437824429,-256.600000000,334.231539071,1.570796327,0.436332313
point-0000610,528.172129338,1.221730476,165.655448439,-256.600000000,320.954540045,1.570796327,0.349065850
point-0000611,529.044793964,1.308996939,191.612334462,-256.600000000,305.355891773,1.570796327,0.261799388
point-0000612,529.917458590,1.396263402,216.110934920,-256.600000000,287.554309386,1.570796327,0.174532925
point-0000613,530.790123216,1.483529864,238.964800672,-256.600000000,267.685273675,1.570796327,0.087266463
point-0000614,531.662787842,1.570796327,260.000000000,-256.600000000,245.900000000,1.570796327,0.000000000
point-0000615,532.535452468,1.658062789,279.056442336,-256.600000000,222.364287447,1.570796327,-0.087266463
point-0000616,533.408117094,1.745329252,295.989096647,-256.600000000,197.257256999,1.570796327,-0.174532925
point-0000617,534.280781720,1.832595715,310.669095209,-256.600000000,170.769988320,1.570796327,-0.261799388
point-0000618,535.153446346,1.919862177,322.984714369,-256.600000000,143.104065516,1.570796327,-0.349065850
point-0000619,536.026110972,2.007128640,332.842224830,-256.600000000,114.470042966,1.570796327,-0.436332313
point-0000620,536.898775598,2.094395102,340.166604984,-256.600000000,85.085842870,1.570796327,-0.523598776
point-0000621,537.771440224,2.181661565,344.902111876,-256.600000000,55.175096735,1.570796327,-0.610865238
point-0000622,538.644104850,2.268928028,347.012705439,-256.600000000,24.965443399,1.570796327,-0.698131701
point-0000623,539.516769476,2.356194490,346.482322781,-256.600000000,-5.313203436,1.570796327,-0.785398163
point-0000624,540.389434102,2.443460953,343.315000436,-256.600000000,-35.430404983,1.570796327,-0.872664626
point-0000625,541.262098728,2.530727415,337.534843638,-256.600000000,-65.156951154,1.570796327,-0.959931089
point-0000626,542.134763354,2.617993878,329.185842870,-256.600000000,-94.266604984,1.570796327,-1.047197551
point-0000627,543.007427980,2.705260341,318.331539071,-256.600000000,-122.537824429,1.570796327,-1.134464014
point-0000628,543.880092606,2.792526803,305.054540045,-256.600000000,-149.755448439,1.570796327,-1.221730476
point-0000629,544.752757232,2.879793266,289.455891773,-256.600000000,-175.712334462,1.570796327,-1.308996939
point-0000630,545.625421858,2.967059728,271.654309386,-256.600000000,-200.210934920,1.570796327,-1.396263402
point-0000631,546.498086484,3.054326191,251.785273675,-256.600000000,-223.064800672,1.570796327,-1.483529864
point-0000632,547.370751110,3.141592654,230.000000000,-256.600000000,-244.100000000,1.570796327,-1.570796327
point-0000633,548.243415736,3.228859116,206.464287447,-256.600000000,-263.156442336,1.570796327,-1.658062789
point-0000634,549.116080362,3.316125579,181.357256999,-256.600000000,-280.089096647,1.570796327,-1.745329252
point-0000635,549.988744988,3.403392041,154.869988320,-256.600000000,-294.769095209,1.570796327,-1.832595715
point-0000636,550.861409614,3.490658504,127.204065516,-256.600000000,-307.084714369,1.570796327,-1.919862177
point-0000637,551.734074240,3.577924967,98.570042966,-256.600000000,-316.942224830,1.570796327,-2.007128640
point-0000638,552.606738866,3.665191429,69.185842870,-256.600000000,-324.266604984,1.570796327,-2.094395102
point-0000639,553.479403492,3.752457892,39.275096735,-256.600000000,-329.002111876,1.570796327,-2.181661565
point-0000640,554.352068118,3.839724354,9.065443399,-256.600000000,-331.112705439,1.570796327,-2.268928028
point-0000641,555.224732744,3.926990817,-21.213203436,-256.600000000,-330.582322781,1.570796327,-2.356194490
point-0000642,556.097397370,4.014257280,-51.330404983,-256.600000000,-327.415000436,1.570796327,-2.443460953
point-0000643,556.970061996,4.101523742,-81.056951154,-256.600000000,-321.634843638,1.570796327,-2.530727415
point-0000644,557.842726622,4.188790205,-110.166604984,-256.600000000,-313.285842870,1.570796327,-2.617993878
point-0000645,558.715391248,4.276056667,-138.437824429,-256.600000000,-302.431539071,1.570796327,-2.705260341
point-0000646,559.588055874,4.363323130,-165.655448439,-256.600000000,-289.154540045,1.570796327,-2.792526803
point-0000647,560.460720500,4.450589593,-191.612334462,-256.600000000,-273.555891773,1.570796327,-2.879793266
point-0000648,561.333385126,4.537856055,-216.110934920,-256.600000000,-255.754309386,1.570796327,-2.967059728
point-0000649,562.206049752,4.625122518,-238.964800672,-256.600000000,-235.885273675,1.570796327,-3.054326191
point-0000650,563.078714378,4.712388980,-260.000000000,-256.600000000,-214.100000000,1.570796327,-3.141592654
point-0000651,563.951379004,4.799655443,-279.056442336,-256.600000000,-190.564287447,1.570796327,-3.228859116
point-0000652,564.824043630,4.886921906,-295.989096647,-256.600000000,-165.457256999,1.570796327,-3.316125579
point-0000653,565.696708256,4.974188368,-310.669095209,-256.600000000,-138.969988320,1.570796327,-3.403392041
point-0000654,566.569372882,5.061454831,-322.984714369,-256.600000000,-111.304065516,1.570796327,-3.490658504
point-0000655,567.442037508,5.148721293,-332.842224830,-256.600000000,-82.670042966,1.570796327,-3.577924967
point-0000656,568.314702134,5.235987756,-340.166604984,-256.600000000,-53.285842870,1.570796327,-3.665191429
point-0000657,569.187366760,5.323254219,-344.902111876,-256.600000000,-23.375096735,1.570796327,-3.752457892
point-0000658,570.060031386,5.410520681,-347.012705439,-256.600000000,6.834556601,1.570796327,-3.839724354
point-0000659,570.932696012,5.497787144,-346.482322781,-256.600000000,37.113203436,1.570796327,-3.926990817
point-0000660,571.805360638,5.585053606,-343.315000436,-256.600000000,67.230404983,1.570796327,-4.014257280
point-0000661,572.678025264,5.672320069,-337.534843638,-256.600000000,96.956951154,1.570796327,-4.101523742
point-0000662,573.550689890,5.759586532,-329.185842870,-256.600000000,126.066604984,1.570796327,-4.188790205
point-0000663,574.423354516,5.846852994,-318.331539071,-256.600000000,154.337824429,1.570796327,-4.276056667
point-0000664,575.296019142,5.934119457,-305.054540045,-256.600000000,181.555448439,1.570796327,-4.363323130
point-0000665,576.168683768,6.021385919,-289.455891773,-256.600000000,207.512334462,1.570796327,-4.450589593
point-0000666,577.041348394,6.108652382,-271.654309386,-256.600000000,232.010934920,1.570796327,-4.537856055
point-0000667,577.914013020,6.195918845,-251.785273675,-256.600000000,254.864800672,1.570796327,-4.625122518
point-0000668,578.786677646,6.283185307,-230.000000000,-256.600000000,275.900000000,1.570796327,-4.712388980
point-0000669,579.286677646,6.283185307,-230.000000000,-256.600000000,276.900000000,1.570796327,-4.712388980
point-0000670,579.686677646,6.283185307,-230.000000000,-257.400000000,276.900000000,1.570796327,-4.712388980
point-0000671,580.986677646,6.283185307,-230.000000000,-257.400000000,274.300000000,1.570796327,-4.712388980
point-0000672,581.859342272,6.195918845,-251.785273675,-257.400000000,253.264800672,1.570796327,-4.625122518
point-0000673,582.732006898,6.108652382,-271.654309386,-257.400000000,230.410934920,1.570796327,-4.537856055
point-0000674,583.604671524,6.021385919,-289.455891773,-257.400000000,205.912334462,1.570796327,-4.450589593
point-0000675,584.477336150,5.934119457,-305.054540045,-257.400000000,179.955448439,1.570796327,-4.363323130
point-0000676,585.350000776,5.846852994,-318.331539071,-257.400000000,152.737824429,1.570796327,-4.276056667
point-0000677,586.222665402,5.759586532,-329.185842870,-257.400000000,124.466604984,1.570796327,-4.188790205
point-0000678,587.095330028,5.672320069,-337.534843638,-257.400000000,95.356951154,1.570796327,-4.101523742
point-0000679,587.967994654,5.585053606,-343.315000436,-257.400000000,65.630404983,1.570796327,-4.014257280
point-0000680,588.840659280,5.497787144,-346.482322781,-257.400000000,35.513203436,1.570796327,-3.926990817
point-0000681,589.713323906,5.410520681,-347.012705439,-257.400000000,5.234556601,1.570796327,-3.839724354
point-0000682,590.585988532,5.323254219,-344.902111876,-257.400000000,-24.975096735,1.570796327,-3.752457892
point-0000683,591.458653158,5.235987756,-340.166604984,-257.400000000,-54.885842870,1.570796327,-3.665191429
point-0000684,592.331317784,5.148721293,-332.842224830,-257.400000000,-84.270042966,1.570796327,-3.577924967
point-0000685,593.203982410,5.061454831,-322.984714369,-257.400000000,-112.904065516,1.570796327,-3.490658504
point-0000686,594.076647036,4.974188368,-310.669095209,-257.400000000,-140.569988320,1.570796327,-3.403392041
point-0000687,594.949311662,4.886921906,-295.989096647,-257.400000000,-167.057256999,1.570796327,-3.316125579
point-0000688,595.821976288,4.799655443,-279.056442336,-257.400000000,-192.164287447,1.570796327,-3.228859116
point-0000689,596.694640914,4.712388980,-260.000000000,-257.400000000,-215.700000000,1.570796327,-3.141592654
point-0000690,597.567305540,4.625122518,-238.964800672,-257.400000000,-237.485273675,1.570796327,-3.054326191
point-0000691,598.439970166,4.537856055,-216.110934920,-257.400000000,-257.354309386,1.570796327,-2.967059728
point-0000692,599.312634792,4.450589593,-191.612334462,-257.400000000,-275.155891773,1.570796327,-2.879793266
point-0000693,600.185299418,4.363323130,-165.655448439,-257.400000000,-290.754540045,1.570796327,-2.792526803
point-0000694,601.057964044,4.276056667,-138.437824429,-257.400000000,-304.031539071,1.570796327,-2.705260341
point-0000695,601.930628670,4.188790205,-110.166604984,-257.400000000,-314.885842870,1.570796327,-2.617993878
point-0000696,602.803293296,4.101523742,-81.056951154,-257.400000000,-323.234843638,1.570796327,-2.530727415
point-0000697,603.675957922,4.014257280,-51.330404983,-257.400000000,-329.015000436,1.570796327,-2.443460953
point-0000698,604.548622548,3.926990817,-21.213203436,-257.400000000,-332.182322781,1.570796327,-2.356194490
point-0000699,605.421287174,3.839724354,9.065443399,-257.400000000,-332.712705439,1.570796327,-2.268928028
point-0000700,606.293951800,3.752457892,39.275096735,-257.400000000,-330.602111876,1.570796327,-2.181661565
point-0000701,607.166616426,3.665191429,69.185842870,-257.400000000,-325.866604984,1.570796327,-2.094395102
point-0000702,608.039281052,3.577924967,98.570042966,-257.400000000,-318.542224830,1.570796327,-2.007128640
point-0000703,608.911945678,3.490658504,127.204065516,-257.400000000,-308.684714369,1.570796327,-1.919862177
point-0000704,609.784610304,3.403392041,154.869988320,-257.400000000,-296.369095209,1.570796327,-1.832595715
point-0000705,610.657274930,3.316125579,181.357256999,-257.400000000,-281.689096647,1.570796327,-1.745329252
point-0000706,611.529939556,3.228859116,206.464287447,-257.400000000,-264.756442336,1.570796327,-1.658062789
point-0000707,612.402604182,3.141592654,230.000000000,-257.400000000,-245.700000000,1.570796327,-1.570796327
point-0000708,613.275268808,3.054326191,251.785273675,-257.400000000,-224.664800672,1.570796327,-1.483529864
point-0000709,614.147933434,2.967059728,271.654309386,-257.400000000,-201.810934920,1.570796327,-1.396263402
point-0000710,615.020598060,2.879793266,289.455891773,-257.400000000,-177.312334462,1.570796327,-1.308996939
point-0000711,615.893262686,2.792526803,305.054540045,-257.400000000,-151.355448439,1.570796327,-1.221730476
point-0000712,616.765927312,2.705260341,318.331539071,-257.400000000,-124.137824429,1.570796327,-1.134464014
point-0000713,617.638591938,2.617993878,329.185842870,-257.400000000,-95.866604984,1.570796327,-1.047197551
point-0000714,618.511256564,2.530727415,337.534843638,-257.400000000,-66.756951154,1.570796327,-0.959931089
point-0000715,619.383921190,2.443460953,343.315000436,-257.400000000,-37.030404983,1.570796327,-0.872664626
point-0000716,620.256585816,2.356194490,346.482322781,-257.400000000,-6.913203436,1.570796327,-0.785398163
point-0000717,621.129250442,2.268928028,347.012705439,-257.400000000,23.365443399,1.570796327,-0.698131701
point-0000718,622.001915068,2.181661565,344.902111876,-257.400000000,53.575096735,1.570796327,-0.610865238
point-0000719,622.874579694,2.094395102,340.166604984,-257.400000000,83.485842870,1.570796327,-0.523598776
point-0000720,623.747244320,2.007128640,332.842224830,-257.400000000,112.870042966,1.570796327,-0.436332313
point-0000721,624.619908946,1.919862177,322.984714369,-257.400000000,141.504065516,1.570796327,-0.349065850
point-0000722,625.492573572,1.832595715,310.669095209,-257.400000000,169.169988320,1.570796327,-0.261799388
point-0000723,626.365238198,1.745329252,295.989096647,-257.400000000,195.657256999,1.570796327,-0.174532925
point-0000724,627.237902824,1.658062789,279.056442336,-257.400000000,220.764287447,1.570796327,-0.087266463
point-0000725,628.110567450,1.570796327,260.000000000,-257.400000000,244.300000000,1.570796327,0.000000000
point-0000726,628.983232076,1.483529864,238.964800672,-257.400000000,266.085273675,1.570796327,0.087266463
point-0000727,629.855896702,1.396263402,216.110934920,-257.400000000,285.954309386,1.570796327,0.174532925
point-0000728,630.728561328,1.308996939,191.612334462,-257.400000000,303.755891773,1.570796327,0.261799388
point-0000729,631.601225954,1.221730476,165.655448439,-257.400000000,319.354540045,1.570796327,0.349065850
point-0000730,632.473890580,1.134464014,138.437824429,-257.400000000,332.631539071,1.570796327,0.436332313
point-0000731,633.346555206,1.047197551,110.166604984,-257.400000000,343.485842870,1.570796327,0.523598776
point-0000732,634.219219832,0.959931089,81.056951154,-257.400000000,351.834843638,1.570796327,0.610865238
point-0000733,635.091884458,0.872664626,51.330404983,-257.400000000,357.615000436,1.570796327,0.698131701
point-0000734,635.964549084,0.785398163,21.213203436,-257.400000000,360.782322781,1.570796327,0.785398163
point-0000735,636.837213710,0.698131701,-9.065443399,-257.400000000,361.312705439,1.570796327,0.872664626
point-0000736,637.709878336,0.610865238,-39.275096735,-257.400000000,359.202111876,1.570796327,0.959931089
point-0000737,638.582542962,0.523598776,-69.185842870,-257.400000000,354.466604984,1.570796327,1.047197551
point-0000738,639.455207588,0.436332313,-98.570042966,-257.400000000,347.142224830,1.570796327,1.134464014
point-0000739,640.327872214,0.349065850,-127.204065516,-257.400000000,337.284714369,1.570796327,1.221730476
point-0000740,641.200536840,0.261799388,-154.869988320,-257.400000000,324.969095209,1.570796327,1.308996939
point-0000741,642.073201466,0.174532925,-181.357256999,-257.400000000,310.289096647,1.570796327,1.396263402
point-0000742,642.945866092,0.087266463,-206.464287447,-257.400000000,293.356442336,1.570796327,1.483529864
point-0000743,643.818530718,0.000000000,-230.000000000,-257.400000000,274.300000000,1.570796327,1.570796327
point-0000744,644.718530718,0.000000000,-230.000000000,-257.400000000,276.100000000,1.570796327,1.570796327
point-0000745,645.218530718,0.000000000,-230.000000000,-257.400000000,275.100000000,1.570796327,1.570796327
point-0000746,646.091195344,0.087266463,-206.464287447,-257.400000000,294.156442336,1.570796327,1.483529864
point-0000747,646.963859970,0.174532925,-181.357256999,-257.400000000,311.089096647,1.570796327,1.396263402
point-0000748,647.836524596,0.261799388,-154.869988320,-257.400000000,325.769095209,1.570796327,1.308996939
point-0000749,648.709189222,0.349065850,-127.204065516,-257.400000000,338.084714369,1.570796327,1.221730476
point-0000750,649.581853848,0.436332313,-98.570042966,-257.400000000,347.942224830,1.570796327,1.134464014
point-0000751,650.454518474,0.523598776,-69.185842870,-257.400000000,355.266604984,1.570796327,1.047197551
point-0000752,651.327183100,0.610865238,-39.275096735,-257.400000000,360.002111876,1.570796327,0.959931089
point-0000753,652.199847726,0.698131701,-9.065443399,-257.400000000,362.112705439,1.570796327,0.872664626
point-0000754,653.072512352,0.785398163,21.213203436,-257.400000000,361.582322781,1.570796327,0.785398163
point-0000755,653.945176978,0.872664626,51.330404983,-257.400000000,358.415000436,1.570796327,0.698131701
point-0000756,654.817841604,0.959931089,81.056951154,-257.400000000,352.634843638,1.570796327,0.610865238
point-0000757,655.690506230,1.047197551,110.166604984,-257.400000000,344.285842870,1.570796327,0.523598776
point-0000758,656.563170856,1.134464014,138.437824429,-257.400000000,333.431539071,1.570796327,0.436332313
point-0000759,657.435835482,1.221730476,165.655448439,-257.400000000,320.154540045,1.570796327,0.349065850
point-0000760,658.308500108,1.308996939,191.612334462,-257.400000000,304.555891773,1.570796327,0.261799388
point-0000761,659.181164734,1.396263402,216.110934920,-257.400000000,286.754309386,1.570796327,0.174532925
point-0000762,660.053829360,1.483529864,238.964800672,-257.400000000,266.885273675,1.570796327,0.087266463
point-0000763,660.926493986,1.570796327,260.000000000,-257.400000000,245.100000000,1.570796327,0.000000000
point-0000764,661.799158612,1.658062789,279.056442336,-257.400000000,221.564287447,1.570796327,-0.087266463
point-0000765,662.671823238,1.745329252,295.989096647,-257.400000000,196.457256999,1.570796327,-0.174532925
point-0000766,663.544487864,1.832595715,310.669095209,-257.400000000,169.969988320,1.570796327,-0.261799388
point-0000767,664.417152490,1.919862177,322.984714369,-257.400000000,142.304065516,1.570796327,-0.349065850
point-0000768,665.289817116,2.007128640,332.842224830,-257.400000000,113.670042966,1.570796327,-0.436332313
point-0000769,666.162481742,2.094395102,340.166604984,-257.400000000,84.285842870,1.570796327,-0.523598776
point-0000770,667.035146368,2.181661565,344.902111876,-257.400000000,54.375096735,1.570796327,-0.610865238
point-0000771,667.907810994,2.268928028,347.012705439,-257.400000000,24.165443399,1.570796327,-0.698131701
point-0000772,668.780475620,2.356194490,346.482322781,-257.400000000,-6.113203436,1.570796327,-0.785398163
point-0000773,669.653140246,2.443460953,343.315000436,-257.400000000,-36.230404983,1.570796327,-0.872664626
point-0000774,670.525804872,2.530727415,337.534843638,-257.400000000,-65.956951154,1.570796327,-0.959931089
point-0000775,671.398469498,2.617993878,329.185842870,-257.400000000,-95.066604984,1.570796327,-1.047197551
point-0000776,672.271134124,2.705260341,318.331539071,-257.400000000,-123.337824429,1.570796327,-1.134464014
point-0000777,673.143798750,2.792526803,305.054540045,-257.400000000,-150.555448439,1.570796327,-1.221730476
point-0000778,674.016463376,2.879793266,289.455891773,-257.400000000,-176.512334462,1.570796327,-1.308996939
point-0000779,674.889128002,2.967059728,271.654309386,-257.400000000,-201.010934920,1.570796327,-1.396263402
point-0000780,675.761792628,3.054326191,251.785273675,-257.400000000,-223.864800672,1.570796327,-1.483529864
point-0000781,676.634457254,3.141592654,230.000000000,-257.400000000,-244.900000000,1.570796327,-1.570796327
point-0000782,677.507121880,3.228859116,206.464287447,-257.400000000,-263.956442336,1.570796327,-1.658062789
point-0000783,678.379786506,3.316125579,181.357256999,-257.400000000,-280.889096647,1.570796327,-1.745329252
point-0000784,679.252451132,3.403392041,154.869988320,-257.400000000,-295.569095209,1.570796327,-1.832595715
point-0000785,680.125115758,3.490658504,127.204065516,-257.400000000,-307.884714369,1.570796327,-1.919862177
point-0000786,680.997780384,3.577924967,98.570042966,-257.400000000,-317.742224830,1.570796327,-2.007128640
point-0000787,681.870445010,3.665191429,69.185842870,-257.400000000,-325.066604984,1.570796327,-2.094395102
point-0000788,682.743109636,3.752457892,39.275096735,-257.400000000,-329.802111876,1.570796327,-2.181661565
point-0000789,683.615774262,3.839724354,9.065443399,-257.400000000,-331.912705439,1.570796327,-2.268928028
point-0000790,684.488438888,3.926990817,-21.213203436,-257.400000000,-331.382322781,1.570796327,-2.356194490
point-0000791,685.361103514,4.014257280,-51.330404983,-257.400000000,-328.215000436,1.570796327,-2.443460953
point-0000792,686.233768140,4.101523742,-81.056951154,-257.400000000,-322.434843638,1.570796327,-2.530727415
point-0000793,687.106432766,4.188790205,-110.166604984,-257.400000000,-314.085842870,1.570796327,-2.617993878
point-0000794,687.979097392,4.276056667,-138.437824429,-257.400000000,-303.231539071,1.570796327,-2.705260341
point-0000795,688.851762018,4.363323130,-165.655448439,-257.400000000,-289.954540045,1.570796327,-2.792526803
point-0000796,689.724426644,4.450589593,-191.612334462,-257.400000000,-274.355891773,1.570796327,-2.879793266
point-0000797,690.597091270,4.537856055,-216.110934920,-257.400000000,-256.554309386,1.570796327,-2.967059728
point-0000798,691.469755896,4.625122518,-238.964800672,-257.400000000,-236.685273675,1.570796327,-3.054326191
point-0000799,692.342420522,4.712388980,-260.000000000,-257.400000000,-214.900000000,1.570796327,-3.141592654
point-0000800,693.215085148,4.799655443,-279.056442336,-257.400000000,-191.364287447,1.570796327,-3.228859116
point-0000801,694.087749774,4.886921906,-295.989096647,-257.400000000,-166.257256999,1.570796327,-3.316125579
point-0000802,694.960414400,4.974188368,-310.669095209,-257.400000000,-139.769988320,1.570796327,-3.403392041
point-0000803,695.833079026,5.061454831,-322.984714369,-257.400000000,-112.104065516,1.570796327,-3.490658504
point-0000804,696.705743652,5.148721293,-332.842224830,-257.400000000,-83.470042966,1.570796327,-3.577924967
point-0000805,697.578408278,5.235987756,-340.166604984,-257.400000000,-54.085842870,1.570796327,-3.665191429
point-0000806,698.451072904,5.323254219,-344.902111876,-257.400000000,-24.175096735,1.570796327,-3.752457892
point-0000807,699.323737530,5.410520681,-347.012705439,-257.400000000,6.034556601,1.570796327,-3.839724354
point-0000808,700.196402156,5.497787144,-346.482322781,-257.400000000,36.313203436,1.570796327,-3.926990817
point-0000809,701.069066782,5.585053606,-343.315000436,-257.400000000,66.430404983,1.570796327,-4.014257280
point-0000810,701.941731408,5.672320069,-337.534843638,-257.400000000,96.156951154,1.570796327,-4.101523742
point-0000811,702.814396034,5.759586532,-329.185842870,-257.400000000,125.266604984,1.570796327,-4.188790205
point-0000812,703.687060660,5.846852994,-318.331539071,-257.400000000,153.537824429,1.570796327,-4.276056667
point-0000813,704.559725286,5.934119457,-305.054540045,-257.400000000,180.755448439,1.570796327,-4.363323130
point-0000814,705.432389912,6.021385919,-289.455891773,-257.400000000,206.712334462,1.570796327,-4.450589593
point-0000815,706.305054538,6.108652382,-271.654309386,-257.400000000,231.210934920,1.570796327,-4.537856055
point-0000816,707.177719164,6.195918845,-251.785273675,-257.400000000,254.064800672,1.570796327,-4.625122518
point-0000817,708.050383790,6.283185307,-230.000000000,-257.400000000,275.100000000,1.570796327,-4.712388980
point-0000818,708.950383790,6.283185307,-230.000000000,-257.400000000,276.900000000,1.570796327,-4.712388980
point-0000819,709.450383790,6.283185307,-230.000000000,-257.400000000,275.900000000,1.570796327,-4.712388980
point-0000820,710.323048416,6.195918845,-251.785273675,-257.400000000,254.864800672,1.570796327,-4.625122518
point-0000821,711.195713042,6.108652382,-271.654309386,-257.400000000,232.010934920,1.570796327,-4.537856055
point-0000822,712.068377668,6.021385919,-289.455891773,-257.400000000,207.512334462,1.570796327,-4.450589593
point-0000823,712.941042294,5.934119457,-305.054540045,-257.400000000,181.555448439,1.570796327,-4.363323130
